text,aspek,sentiment,hotel,lokasi,kamar,pelayanan,makanan,harga
layanan pramutamu baik,pelayanan,positive,0,0,0,1,0,0
ada laundry pelayanan,pelayanan,positive,0,0,0,1,0,0
ada wakeup pelayanan,pelayanan,positive,0,0,0,1,0,0
staff tepat waktu membangunkan,pelayanan,positive,0,0,0,1,0,0
dapat memesan rental mobil pelayan,pelayanan,positive,0,0,0,1,0,0
staff penuh perhatian,pelayanan,positive,0,0,0,1,0,0
staff peka,pelayanan,positive,0,0,0,1,0,0
staff cekatan,pelayanan,positive,0,0,0,1,0,0
penampilan staff rapi,pelayanan,positive,0,0,0,1,0,0
penampilan staff cantik,pelayanan,positive,0,0,0,1,0,0
staff berdandan baik,pelayanan,positive,0,0,0,1,0,0
staff cepat cekatan,pelayanan,positive,0,0,0,1,0,0
staff melayani sopan nama baik,pelayanan,positive,0,0,0,1,0,0
keluhan ditangani baik,pelayanan,positive,0,0,0,1,0,0
pelayanan diberi dua_empat_jam,pelayanan,positive,0,0,0,1,0,0
pelayanan diberi setiap_saat,pelayanan,positive,0,0,0,1,0,0
pelayanan parkir baik cekatan,pelayanan,positive,0,0,0,1,0,0
staff ramah ramah sungkan ketemu disapa,pelayanan,positive,0,0,0,1,0,0
staff resepsionis satpam houskeeping simpatik senang,pelayanan,positive,0,0,0,1,0,0
staff senyum tulus bantu,pelayanan,positive,0,0,0,1,0,0
staff hotel ramah,pelayanan,positive,0,0,0,1,0,0
staff ramah aspiratif,pelayanan,positive,0,0,0,1,0,0
staff bantu,pelayanan,positive,0,0,0,1,0,0
dua_empat_jam siap sedia butuh,pelayanan,positive,0,0,0,1,0,0
pindah kamar dapat upgrade,pelayanan,positive,0,0,0,1,0,0
staff responsif,pelayanan,positive,0,0,0,1,0,0
staff senyum salam sapa,pelayanan,positive,0,0,0,1,0,0
staff tegas,pelayanan,positive,0,0,0,1,0,0
satpam ramah,pelayanan,positive,0,0,0,1,0,0
staff ramah rajin sapa,pelayanan,positive,0,0,0,1,0,0
satpam bantu tamu cari tempat_parkir,pelayanan,positive,0,0,0,1,0,0
pesan kamar diberi sesuai,pelayanan,positive,0,0,0,1,0,0
bisa minta pemandangan gunung,pelayanan,positive,0,0,0,1,0,0
respon ditelepon cepat tanggap,pelayanan,positive,0,0,0,1,0,0
staff ramah diantar keliling,pelayanan,positive,0,0,0,1,0,0
sambut ramah,pelayanan,positive,0,0,0,1,0,0
mbak mas ramah,pelayanan,positive,0,0,0,1,0,0
staff langsung memberi handuk kering,pelayanan,positive,0,0,0,1,0,0
checkin dua_empat_jam,pelayanan,positive,0,0,0,1,0,0
sarapan dilayani raja,pelayanan,positive,0,0,0,1,0,0
diberi surprise gift cake,pelayanan,positive,0,0,0,1,0,0
dapat souvenir cantik,pelayanan,positive,0,0,0,1,0,0
pelayanan staff pelayanan cukup maksimal,pelayanan,positive,0,0,0,1,0,0
kamar sesuai pesanan,pelayanan,positive,0,0,0,1,0,0
makanan habis langsung refill,pelayanan,positive,0,0,0,1,0,0
penuh hotel tetap refill makanan habis,pelayanan,positive,0,0,0,1,0,0
puas pelayanan diberi,pelayanan,positive,0,0,0,1,0,0
pelayanan staff kebersihan baik,pelayanan,positive,0,0,0,1,0,0
orang bagian depan baik responsif,pelayanan,positive,0,0,0,1,0,0
pelayanan cepat ramah baik,pelayanan,positive,0,0,0,1,0,0
dilayani baik mulai checkin checkout,pelayanan,positive,0,0,0,1,0,0
pelayanan sarapan keren,pelayanan,positive,0,0,0,1,0,0
ramai tapi mau antar telur_dadar,pelayanan,positive,0,0,0,1,0,0
pelayanan oke,pelayanan,positive,0,0,0,1,0,0
checkin diminta hasil test negative covid,pelayanan,positive,0,0,0,1,0,0
satpam front_office pelayanan_kebersihan sinergi cepat pelayanan,pelayanan,positive,0,0,0,1,0,0
mantap pelayanan nyaman,pelayanan,positive,0,0,0,1,0,0
pelaksanaan prokes baik,pelayanan,positive,0,0,0,1,0,0
pelaksanaan prokes baik diminta cuci tangan,pelayanan,positive,0,0,0,1,0,0
setiap orang datang diminta cuci tangan cek suhu tubuh,pelayanan,positive,0,0,0,1,0,0
pelayanan ramah luar_biasa,pelayanan,positive,0,0,0,1,0,0
pelayanan kamar juara,pelayanan,positive,0,0,0,1,0,0
staff sopan profesional,pelayanan,positive,0,0,0,1,0,0
jus langsung dibuat sesuai permintaan tamu,pelayanan,positive,0,0,0,1,0,0
pelayanan cepat tanggap memuaskan,pelayanan,positive,0,0,0,1,0,0
mobil pecah dibantu sampai selesai,pelayanan,positive,0,0,0,1,0,0
pelayanan ramah menerapkan prokes ketat,pelayanan,positive,0,0,0,1,0,0
setiap_hari dibersihkan,pelayanan,positive,0,0,0,1,0,0
pelayanan perhatian menanyakan bagaimana makanan sudah coba apa saja,pelayanan,positive,0,0,0,1,0,0
pelayanan perhatian menanyakan ada saran,pelayanan,positive,0,0,0,1,0,0
staff cepat tanggap steril meja,pelayanan,positive,0,0,0,1,0,0
pelayanan ramah sopan bantu setiap arena,pelayanan,positive,0,0,0,1,0,0
aman ada staff jaga,pelayanan,positive,0,0,0,1,0,0
staff ramah khas jogja,pelayanan,positive,0,0,0,1,0,0
respon cepat perlu bantuan,pelayanan,positive,0,0,0,1,0,0
staff pelayanan sigap bantu parkir kendaraan,pelayanan,positive,0,0,0,1,0,0
komunikatif memberi petunjuk_arah tempat_wisata rumah_makan tempat cuci mobil,pelayanan,positive,0,0,0,1,0,0
staff sigap cepat bantu setelah dihubungi,pelayanan,positive,0,0,0,1,0,0
ada barang tertinggal checkout pihak hotel langsung wa foto barang tertinggal,pelayanan,positive,0,0,0,1,0,0
sarapan staff sesuai prokes,pelayanan,positive,0,0,0,1,0,0
staff sigap keluhan,pelayanan,positive,0,0,0,1,0,0
satpam ramah santai,pelayanan,positive,0,0,0,1,0,0
ramah pengunjung,pelayanan,positive,0,0,0,1,0,0
staff ramah bantu,pelayanan,positive,0,0,0,1,0,0
meminta dipenuhi pihak hotel kamar connecting door,pelayanan,positive,0,0,0,1,0,0
staff satpam ob ramah tamu tidak_terkecuali,pelayanan,positive,0,0,0,1,0,0
berulang kali menginap sambut hangat,pelayanan,positive,0,0,0,1,0,0
pelayanan baik responsif,pelayanan,positive,0,0,0,1,0,0
staff ramah lobi pintu masuk hotel,pelayanan,positive,0,0,0,1,0,0
staff minta_maaf memperbaikinya,pelayanan,positive,0,0,0,1,0,0
sopan,pelayanan,positive,0,0,0,1,0,0
senyum,pelayanan,positive,0,0,0,1,0,0
salam,pelayanan,positive,0,0,0,1,0,0
tanggap,pelayanan,positive,0,0,0,1,0,0
pelayanan staff oke,pelayanan,positive,0,0,0,1,0,0
sopan ramah,pelayanan,positive,0,0,0,1,0,0
staff ramah ramah,pelayanan,positive,0,0,0,1,0,0
pelayanan premium,pelayanan,positive,0,0,0,1,0,0
ditangani manager profesional,pelayanan,positive,0,0,0,1,0,0
layanan baik ibu fitry natalia mengenali tamu,pelayanan,positive,0,0,0,1,0,0
pelayanan baik sesuai prokes,pelayanan,positive,0,0,0,1,0,0
pelayanan_kebersihan oke,pelayanan,positive,0,0,0,1,0,0
memberikan pelayanan sesuai prokes,pelayanan,positive,0,0,0,1,0,0
pelayanan prima memanjakan tamu ramah tamah staff bertugas khas jogja,pelayanan,positive,0,0,0,1,0,0
layanan hebat staff,pelayanan,positive,0,0,0,1,0,0
satpam baik hati,pelayanan,positive,0,0,0,1,0,0
layanan berkualitas tinggi,pelayanan,positive,0,0,0,1,0,0
pelayanan terbaik,pelayanan,positive,0,0,0,1,0,0
pelayanan prokes baik,pelayanan,positive,0,0,0,1,0,0
pembersihan kamar dilakukan cepat bekerja baik,pelayanan,positive,0,0,0,1,0,0
pelayanan mulai satpam pelayan resto pelayan kamar ramah,pelayanan,positive,0,0,0,1,0,0
kamar bisa milih sesuai keinginan,pelayanan,positive,0,0,0,1,0,0
staff ramah informatif,pelayanan,positive,0,0,0,1,0,0
pelayanan ramah cekatan,pelayanan,positive,0,0,0,1,0,0
staff hotel ramah berpapasan sopan,pelayanan,positive,0,0,0,1,0,0
staff ramah ramah bantu,pelayanan,positive,0,0,0,1,0,0
pelayanan memuaskan staff respon cepat butuh bantuan,pelayanan,positive,0,0,0,1,0,0
ada staff bantu mengarahkan parkiran penuh,pelayanan,positive,0,0,0,1,0,0
staff teliti ramah,pelayanan,positive,0,0,0,1,0,0
staff sigap ramah hangat menjadi kesan melekat,pelayanan,positive,0,0,0,1,0,0
checkin checkout cepat mudah,pelayanan,positive,0,0,0,1,0,0
hotel pelayanan baik,pelayanan,positive,0,0,0,1,0,0
bersih staff ramah minta dekor ulang tahun suami dikabulkan bonus surprise terimakasih banyak staff,pelayanan,positive,0,0,0,1,0,0
suami bikin surprise aniversary staff respon baik bantu,pelayanan,positive,0,0,0,1,0,0
dekor kamar spesial staff manager antar cake,pelayanan,positive,0,0,0,1,0,0
tidak_kecewa pelayanan keramahan staff,pelayanan,positive,0,0,0,1,0,0
pelayanan staff cukup cepat,pelayanan,positive,0,0,0,1,0,0
makanan habis langsung refill tidak_menunggu,pelayanan,positive,0,0,0,1,0,0
resepsionis mbak adel baik sabar menjawab pertanyan,pelayanan,positive,0,0,0,1,0,0
mbak oken marketing sabar baik,pelayanan,positive,0,0,0,1,0,0
salut respon cepat satpam,pelayanan,positive,0,0,0,1,0,0
ketinggalan barang ada telepon,pelayanan,positive,0,0,0,1,0,0
tindakan mengusir driver ojol cara mendorong driver sesuai sop pelayanan hotel,pelayanan,positive,0,0,0,1,0,0
hotelier ramah santun,pelayanan,positive,0,0,0,1,0,0
baik rekan kerja,pelayanan,positive,0,0,0,1,0,0
nilai_plus cuma staff ramah senyum,pelayanan,positive,0,0,0,1,0,0
pelayanan cukup ramah staff baik baik,pelayanan,positive,0,0,0,1,0,0
ada staff cepat bantu tamu hotel,pelayanan,positive,0,0,0,1,0,0
staff pelayanan tidak_kecewa,pelayanan,positive,0,0,0,1,0,0
proses checkin cepat,pelayanan,positive,0,0,0,1,0,0
bapak satpam ramah,pelayanan,positive,0,0,0,1,0,0
penjaga pintu satpam ramah bantu,pelayanan,positive,0,0,0,1,0,0
tidak_meremehkan datang naik pickup,pelayanan,positive,0,0,0,1,0,0
pelayanan ramah baik,pelayanan,positive,0,0,0,1,0,0
sopan tamu,pelayanan,positive,0,0,0,1,0,0
staff resto ramah,pelayanan,positive,0,0,0,1,0,0
sabar menghadapi tamu keluhan,pelayanan,positive,0,0,0,1,0,0
informatif melayani,pelayanan,positive,0,0,0,1,0,0
staff ramah sapa senyum,pelayanan,positive,0,0,0,1,0,0
baik staff,pelayanan,positive,0,0,0,1,0,0
staff resepsionis cukup ramah bantu proses checkin checkout,pelayanan,positive,0,0,0,1,0,0
menu kosong cepat diisi waktu sarapan habis,pelayanan,positive,0,0,0,1,0,0
pelayanan ramah memuaskan,pelayanan,positive,0,0,0,1,0,0
satpam bantu,pelayanan,positive,0,0,0,1,0,0
pelayanan cukup cepat,pelayanan,positive,0,0,0,1,0,0
sahur diantar kamar,pelayanan,positive,0,0,0,1,0,0
staff sopan,pelayanan,positive,0,0,0,1,0,0
staff hotel ramah cukup bantu,pelayanan,positive,0,0,0,1,0,0
pelayanan senyum ramah staff membuat kenangan tidak_terlupakan,pelayanan,positive,0,0,0,1,0,0
ramah senang pelayanan,pelayanan,positive,0,0,0,1,0,0
staff hotel cantik cantik ganteng ganteng,pelayanan,positive,0,0,0,1,0,0
pelayanan bisa bahasa inggris,pelayanan,positive,0,0,0,1,0,0
staff hotel ramah bantu,pelayanan,positive,0,0,0,1,0,0
pelayanan baik staff ramah,pelayanan,positive,0,0,0,1,0,0
pelayanan baik semua staff hotel ramah,pelayanan,positive,0,0,0,1,0,0
berkesan hotel pelayanan terutama pelayanan resto,pelayanan,positive,0,0,0,1,0,0
pihak hotel ramah semua,pelayanan,positive,0,0,0,1,0,0
murah senyum bantu memuaskan,pelayanan,positive,0,0,0,1,0,0
pelayanan nomor satu,pelayanan,positive,0,0,0,1,0,0
pelayanan ramah cepat,pelayanan,positive,0,0,0,1,0,0
mbak emil baik sabar melayani,pelayanan,positive,0,0,0,1,0,0
staff hotel ramah tanggap,pelayanan,positive,0,0,0,1,0,0
pelayanan luar_biasa ada mas ikbal,pelayanan,positive,0,0,0,1,0,0
perlu diapresiasi hanya staff pelayanan ramah bantu,pelayanan,positive,0,0,0,1,0,0
pelayanan baik mbak lala,pelayanan,positive,0,0,0,1,0,0
pelayan cukup ramah,pelayanan,positive,0,0,0,1,0,0
pelayanan baik cepat tanggap,pelayanan,positive,0,0,0,1,0,0
keramahan staff menjadi poin penting penilaian,pelayanan,positive,0,0,0,1,0,0
staff ramah cepat tanggap,pelayanan,positive,0,0,0,1,0,0
hotel ramah staff,pelayanan,positive,0,0,0,1,0,0
layanan resto memuaskan,pelayanan,positive,0,0,0,1,0,0
pelayanan hotel mantap,pelayanan,positive,0,0,0,1,0,0
pihak hotel menerima keluhan,pelayanan,positive,0,0,0,1,0,0
staff kooperatif,pelayanan,positive,0,0,0,1,0,0
pihak keamanan ramah setiap gedung menyebrang selalu diseberangkan,pelayanan,positive,0,0,0,1,0,0
staff penerima telpon konfirmasi pesanan kamar kooperatif,pelayanan,positive,0,0,0,1,0,0
satpam sigap mengatur parkir mobil,pelayanan,positive,0,0,0,1,0,0
suka aksen logat bali di lobi,pelayanan,positive,0,0,0,1,0,0
layanan sopan,pelayanan,positive,0,0,0,1,0,0
staff muda cekatan melayani tamu,pelayanan,positive,0,0,0,1,0,0
staff bantu angkat koper,pelayanan,positive,0,0,0,1,0,0
apresiasi keberhasilan staff menghilangkan bau bekas rokok,pelayanan,positive,0,0,0,1,0,0
staff sigap bantu,pelayanan,positive,0,0,0,1,0,0
satpam simpatik melayani bantu menyebrang,pelayanan,positive,0,0,0,1,0,0
layanan setara hotel mahal,pelayanan,positive,0,0,0,1,0,0
owner staff baik ramah,pelayanan,positive,0,0,0,1,0,0
dilayani seperti raja ratu,pelayanan,positive,0,0,0,1,0,0
aura positif staff ramah membantu,pelayanan,positive,0,0,0,1,0,0
rental motor bisa dibantu staff,pelayanan,positive,0,0,0,1,0,0
satpam sigap bantu angkat koper,pelayanan,positive,0,0,0,1,0,0
cs ramah,pelayanan,positive,0,0,0,1,0,0
pelayanan memberi salam papasan,pelayanan,positive,0,0,0,1,0,0
pelayanan tidak_berubah tetap profesional,pelayanan,positive,0,0,0,1,0,0
housekeeping bersih pengerjaan senyum talkactive responsif cepat tanggap,pelayanan,positive,0,0,0,1,0,0
staff ramah semua senyum terus,pelayanan,positive,0,0,0,1,0,0
pelayanan paling utama,pelayanan,positive,0,0,0,1,0,0
harus menunggu tiga_puluh menit staff menyiapkan kamar,pelayanan,positive,0,0,0,1,0,0
staff segera mengirim pengganti cepat,pelayanan,positive,0,0,0,1,0,0
pemesanan konfirmasi hotel baik minta extend kamar cepat efisien,pelayanan,positive,0,0,0,1,0,0
staff bersahabat membantu,pelayanan,positive,0,0,0,1,0,0
staff ramah pelayanan baik,pelayanan,positive,0,0,0,1,0,0
tim teknis cepat memperbaiki,pelayanan,positive,0,0,0,1,0,0
pelayanan yahud memesan pelayanan_kamar informatif ramah,pelayanan,positive,0,0,0,1,0,0
pelayanan cepat tidak_ribet,pelayanan,positive,0,0,0,1,0,0
pelayanan ramah sejak masuk mobil sampai dalam,pelayanan,positive,0,0,0,1,0,0
pelayanan senyum perlu ditingkatkan,pelayanan,positive,0,0,0,1,0,0
segi staff ramah sopan serta sigap melayani tamu,pelayanan,positive,0,0,0,1,0,0
setiap butuh langsung secepatnya disiapkan pihak hotel,pelayanan,positive,0,0,0,1,0,0
staff ramah mau menjelaskan rute wisata terdekat,pelayanan,positive,0,0,0,1,0,0
pelayanan ramah baik memuaskan,pelayanan,positive,0,0,0,1,0,0
staff membantu,pelayanan,positive,0,0,0,1,0,0
staff hotel respon cepat,pelayanan,positive,0,0,0,1,0,0
pelayanan front_office cepat,pelayanan,positive,0,0,0,1,0,0
pelayanan super duper baik,pelayanan,positive,0,0,0,1,0,0
memperlakukan seperti raja ratu,pelayanan,positive,0,0,0,1,0,0
kamar dibersihkan tiap_hari,pelayanan,positive,0,0,0,1,0,0
pelayanan staff hotel memuaskan,pelayanan,positive,0,0,0,1,0,0
apresiasi khusus bagian resepsionis,pelayanan,positive,0,0,0,1,0,0
apresiasi resepsionis pelayanan baik,pelayanan,positive,0,0,0,1,0,0
terima_kasih pelayanan prima,pelayanan,positive,0,0,0,1,0,0
mbak ariana staff restoran salah_satu staff super ramah,pelayanan,positive,0,0,0,1,0,0
resepsionis menyambut senyum ramah menyapa,pelayanan,positive,0,0,0,1,0,0
dipersilakan duduk menikmati welcome_drink menunggu proses checkin,pelayanan,positive,0,0,0,1,0,0
pelayanan kamar ramah puas,pelayanan,positive,0,0,0,1,0,0
setiap tamu dimention nama merasa dihargai pihak staff hotel ramah membantu,pelayanan,positive,0,0,0,1,0,0
staff ramah mulai sambutan satpam parkiran checkin checkout,pelayanan,positive,0,0,0,1,0,0
staff super ramah sumeh,pelayanan,positive,0,0,0,1,0,0
staff membantu mencari lokasi meja kosong,pelayanan,positive,0,0,0,1,0,0
pelayanan hotel sempurna,pelayanan,positive,0,0,0,1,0,0
checkin lancar diberikan sesuai diminta,pelayanan,positive,0,0,0,1,0,0
responsif seluruh staff,pelayanan,positive,0,0,0,1,0,0
tanggap tidak_ada diminta,pelayanan,positive,0,0,0,1,0,0
staff penuh senyum cepat tanggap,pelayanan,positive,0,0,0,1,0,0
setiap telpon cs mereka selalu sebut nama,pelayanan,positive,0,0,0,1,0,0
respepsionis sangat customer oriented,pelayanan,positive,0,0,0,1,0,0
staff hotel sopan profesional,pelayanan,positive,0,0,0,1,0,0
sikap staff ramah helpful,pelayanan,positive,0,0,0,1,0,0
seragam staff cantik,pelayanan,positive,0,0,0,1,0,0
staff ramah selalu menyapa bertamu,pelayanan,positive,0,0,0,1,0,0
pelayanan luar_biasa,pelayanan,positive,0,0,0,1,0,0
puas pelayanan,pelayanan,positive,0,0,0,1,0,0
staff ramah mulai satpam semua ramah,pelayanan,positive,0,0,0,1,0,0
staff manajemen bertanggung jawab,pelayanan,positive,0,0,0,1,0,0
ada staff khusus jaga keamanan anak pool,pelayanan,positive,0,0,0,1,0,0
pelayanan baik cepat tanggap mengatasi keluhan,pelayanan,positive,0,0,0,1,0,0
staff hotel memberi kesan baik selalu menyapa siap sigap membantu,pelayanan,positive,0,0,0,1,0,0
satpam super duper ramah,pelayanan,positive,0,0,0,1,0,0
cs luar_biasa,pelayanan,positive,0,0,0,1,0,0
staff hotel menyapa anak hi5,pelayanan,positive,0,0,0,1,0,0
staff ramah melayani tamu,pelayanan,positive,0,0,0,1,0,0
pelayanan semua pegawai hotel ramah,pelayanan,positive,0,0,0,1,0,0
arena bermain aman dijaga staff khusus,pelayanan,positive,0,0,0,1,0,0
penjagaan staff ramah,pelayanan,positive,0,0,0,1,0,0
respon cepat ketika ada masalah,pelayanan,positive,0,0,0,1,0,0
staff luar_biasa respon cepat,pelayanan,positive,0,0,0,1,0,0
disambut staff ramah,pelayanan,positive,0,0,0,1,0,0
pelayanan ramag semua staff luar_biasa nyaman senang,pelayanan,positive,0,0,0,1,0,0
staff hotel ramah mulai satpam resepsionis ramah membantu tamu menginap,pelayanan,positive,0,0,0,1,0,0
semua permintaan dipenuhi sempurna,pelayanan,positive,0,0,0,1,0,0
kamar dihias bulan madu dikasih bonus kue ucapan staff luar_biasa,pelayanan,positive,0,0,0,1,0,0
pelayanan hangat membantu,pelayanan,positive,0,0,0,1,0,0
pelayanan profesional,pelayanan,positive,0,0,0,1,0,0
kemudahan keramahan staff saat checkin,pelayanan,positive,0,0,0,1,0,0
pelayanan super memuaskan,pelayanan,positive,0,0,0,1,0,0
pelayanan oke mulai checkin checkout,pelayanan,positive,0,0,0,1,0,0
pelayanan perlu ditingkatkan,pelayanan,positive,0,0,0,1,0,0
pelayanan sekali telpon langsung datang,pelayanan,positive,0,0,0,1,0,0
seluruh staff membantu informatif,pelayanan,positive,0,0,0,1,0,0
semua staff memiliki pelayanan baik semangat tinggi,pelayanan,positive,0,0,0,1,0,0
apapun permasalahan dapat segera diberikan solusi,pelayanan,positive,0,0,0,1,0,0
pelayanan baik sesuai standar,pelayanan,positive,0,0,0,1,0,0
pihak hotel memberi kompensasi upgrade_kamar,pelayanan,positive,0,0,0,1,0,0
kamar eksekutif luas bersih,pelayanan,positive,0,0,0,1,0,0
staff ramah selalu menyapa bila berpapasan,pelayanan,positive,0,0,0,1,0,0
menekan tombol emergency langsung respon sepuluh menit staff mengatasi,pelayanan,positive,0,0,0,1,0,0
staff hotel membantu respon cepat,pelayanan,positive,0,0,0,1,0,0
menelpon resepsionis membantu,pelayanan,positive,0,0,0,1,0,0
resepsionis ramah tutur bahasa sopan mudah dimengerti,pelayanan,positive,0,0,0,1,0,0
pelayanan sekali telpon langsung datang resepsionis oke,pelayanan,positive,0,0,0,1,0,0
pelayanan kamar cepat,pelayanan,positive,0,0,0,1,0,0
pelayanan baik sesuai standar tetap,pelayanan,positive,0,0,0,1,0,0
staff hotel ramah minta pesan taksi respon cepat,pelayanan,positive,0,0,0,1,0,0
titip barang resepsionis dilayani baik ramah,pelayanan,positive,0,0,0,1,0,0
pelayanan selalu baik,pelayanan,positive,0,0,0,1,0,0
kesan pertama masuk pelayanan ramah,pelayanan,positive,0,0,0,1,0,0
staff ramah sigap jika perlu sesuatu,pelayanan,positive,0,0,0,1,0,0
pelayanan keramahan staff baik,pelayanan,positive,0,0,0,1,0,0
staff tidak_ragu ramah,pelayanan,positive,0,0,0,1,0,0
senang sifat sikap pemilik,pelayanan,positive,0,0,0,1,0,0
pelayanan baik ramah,pelayanan,positive,0,0,0,1,0,0
pelayanan resepsionis membantu dibantu checkin memuaskan,pelayanan,positive,0,0,0,1,0,0
pelayanan memuaskan para staff,pelayanan,positive,0,0,0,1,0,0
datang langsung diberi welcome_drink,pelayanan,positive,0,0,0,1,0,0
pemiliki baik ramah,pelayanan,positive,0,0,0,1,0,0
pengelola ramah baik,pelayanan,positive,0,0,0,1,0,0
pemilik ramah membantu,pelayanan,positive,0,0,0,1,0,0
staff standby tengah malam,pelayanan,positive,0,0,0,1,0,0
staff ramah bisa bahasa inggris,pelayanan,positive,0,0,0,1,0,0
staff bisa bahasa inggris,pelayanan,positive,0,0,0,1,0,0
staff ramah dua_empat_jam,pelayanan,positive,0,0,0,1,0,0
layanan baik meja depan dua_empat_jam siaga membantu,pelayanan,positive,0,0,0,1,0,0
resepsionis ramah cepat tanggap,pelayanan,positive,0,0,0,1,0,0
cs ramah satpam valet parkir ramah,pelayanan,positive,0,0,0,1,0,0
proses reservasi baik,pelayanan,positive,0,0,0,1,0,0
checkin lama tunggu satu jam,pelayanan,positive,0,0,0,1,0,0
pelayanan ramah resepsionis welcome cepat tanggap,pelayanan,positive,0,0,0,1,0,0
dilayani baik,pelayanan,positive,0,0,0,1,0,0
resepsionis ramah dibantu cari transport,pelayanan,positive,0,0,0,1,0,0
diberi kejutan ruangan dihias bunga mawar management tidak_pelit,pelayanan,positive,0,0,0,1,0,0
pelayanan luar_biasa cekatan,pelayanan,positive,0,0,0,1,0,0
pegawai sigap menuangkan minuman,pelayanan,positive,0,0,0,1,0,0
staff ramah selalu mengingatkan prokes memakai masker,pelayanan,positive,0,0,0,1,0,0
prokes diterapkan bagus masuk hotel dicek suhu,pelayanan,positive,0,0,0,1,0,0
pelayanan cepat sampai langsung ada handuk,pelayanan,positive,0,0,0,1,0,0
tidak_lama petugas menawari menu makan,pelayanan,positive,0,0,0,1,0,0
pelayanan patut diacungi jempol,pelayanan,positive,0,0,0,1,0,0
setiap_kali berjumpa staff selalu sapa menghormati menghargai tamu,pelayanan,positive,0,0,0,1,0,0
suka ramah_tamah,pelayanan,positive,0,0,0,1,0,0
penerapan prokes baik,pelayanan,positive,0,0,0,1,0,0
pelayanan ramah efisien,pelayanan,positive,0,0,0,1,0,0
staff hotel ramah langsung tanggap saat ada keluhan,pelayanan,positive,0,0,0,1,0,0
ada welcome_drink jajanan meja,pelayanan,positive,0,0,0,1,0,0
prokes cukup terjaga baik makanan diambilkan petugas,pelayanan,positive,0,0,0,1,0,0
satpam baik selalu buka pintu,pelayanan,positive,0,0,0,1,0,0
pegawai cepat tanggap dapat snack welcome_drink,pelayanan,positive,0,0,0,1,0,0
pengawasan prokes ketat baik,pelayanan,positive,0,0,0,1,0,0
menerapkan prokes selalu,pelayanan,positive,0,0,0,1,0,0
prokes dijalankan,pelayanan,positive,0,0,0,1,0,0
staff ramah sesuai sop,pelayanan,positive,0,0,0,1,0,0
ada staff hotel siap bantu vallet_parking,pelayanan,positive,0,0,0,1,0,0
prokes berjalan baik sarapan diantar baik,pelayanan,positive,0,0,0,1,0,0
pelayanan cepat diantar,pelayanan,positive,0,0,0,1,0,0
saat masuk disambut jamuan hangat nuansa budata kental,pelayanan,positive,0,0,0,1,0,0
pelayanan total serasa surga dunia,pelayanan,positive,0,0,0,1,0,0
pemesanan cepat mudah,pelayanan,positive,0,0,0,1,0,0
bersih rapi bagus sopan pelayanan konsumen,pelayanan,positive,0,0,0,1,0,0
hotel menerapkan prokes baik,pelayanan,positive,0,0,0,1,0,0
disambut ramah khas bali cakupan tangan,pelayanan,positive,0,0,0,1,0,0
semua staff berlomba memanjakan tamu,pelayanan,positive,0,0,0,1,0,0
staff tidak_membedakan tamu lokal bule,pelayanan,positive,0,0,0,1,0,0
staff menjelaskan kelengkapan secara detail,pelayanan,positive,0,0,0,1,0,0
satpam jaga disiplin mengontrol keamanan,pelayanan,positive,0,0,0,1,0,0
pool mohon pelaksanaan prokes lebih_diperketat dibatasi,pelayanan,negative,0,0,0,-1,0,0
tidak_ada welcome_drink,pelayanan,negative,0,0,0,-1,0,0
pengembalian uang deposit berteletele,pelayanan,negative,0,0,0,-1,0,0
harga refund tidak_kunjung dibayarkan bulan juni,pelayanan,negative,0,0,0,-1,0,0
uang tidak_ada kabar refund,pelayanan,negative,0,0,0,-1,0,0
kamar tidak_dibersihkan,pelayanan,negative,0,0,0,-1,0,0
mendapat kamar tidak_dibersihkan,pelayanan,negative,0,0,0,-1,0,0
lantai kamar tidak_disapu,pelayanan,negative,0,0,0,-1,0,0
kebersihan kamar tidak_diperhatikan,pelayanan,negative,0,0,0,-1,0,0
staffnya tidak_hati_hati pakai mobil orang,pelayanan,negative,0,0,0,-1,0,0
malamnya kena julid satpam,pelayanan,negative,0,0,0,-1,0,0
keseluruhan oke staff bagian depan pelayanan memuaskan,pelayanan,negative,0,0,0,-1,0,0
resepsionis tidak_tanggap atas permasalahan tamu,pelayanan,negative,0,0,0,-1,0,0
perlu tingkatkan terus pelayanan,pelayanan,negative,0,0,0,-1,0,0
ada kebijakan ada masalah jangan_membuat customer kecewa,pelayanan,negative,0,0,0,-1,0,0
late checkin bermasalah waktu late checkin lama tetap masuk prosesnya,pelayanan,negative,0,0,0,-1,0,0
layanan masih kurang,pelayanan,negative,0,0,0,-1,0,0
memesan kopi jam seharusnya ada tidak_ada,pelayanan,negative,0,0,0,-1,0,0
malam_hari pesan makan pas bayar staff tidak_memberikan struk perangkat error,pelayanan,negative,0,0,0,-1,0,0
curiga ada permainan harga staf,pelayanan,negative,0,0,0,-1,0,0
minta sajadah tidak_diberi,pelayanan,negative,0,0,0,-1,0,0
pelayanan tidak_istimewa,pelayanan,negative,0,0,0,-1,0,0
staff tidak_bantu angkat barang,pelayanan,negative,0,0,0,-1,0,0
staff tidak_ramah,pelayanan,negative,0,0,0,-1,0,0
pelayanan resepsionis lama,pelayanan,negative,0,0,0,-1,0,0
pelayanan kurang,pelayanan,negative,0,0,0,-1,0,0
